City,Median Income_x,State,Percentage of Population Age 5 or Less,Percentage of Population Age 5 to 9_x,Percentage of Population Age 10 to 14,Percentage of Population Age 5 to 9_y,Percentage of Population Age 15 to 19,Percentage of Population Age 20 to 24,Percentage of Population Age 25 to 34,Percentage of Population Age 45 to 44,Percentage of Population Age 45 to 54,Percentage of Population Age 55 to 64,Percentage of Population Age 65 to 74,Percentage of Population Age 75 to 84,Percentage of Population Age 85 or Older,Population
Pleasanton,52398,Texas,6.4,7.8,7.5,7.8,9.8,4.7,11.8,14.1,12.4,11.2,5.5,5.5,3.3,9283
Albany,52321,Texas,7.0,6.0,9.1,6.0,7.0,5.7,9.1,11.8,14.9,15.2,8.2,4.7,1.3,2307
Liverpool,52188,Texas,3.7,6.9,10.3,6.9,11.0,1.6,7.7,17.7,15.0,13.2,6.9,4.5,1.6,493
Thrall,52188,Texas,6.1,11.2,4.9,11.2,3.4,3.1,9.0,19.7,12.7,12.6,10.0,5.8,1.6,677
Joshua,52094,Texas,7.2,10.2,8.0,10.2,8.3,4.7,11.4,15.1,14.1,7.9,9.9,2.9,0.4,5935
Coyote Flats,52031,Texas,1.8,4.2,2.1,4.2,0.5,1.3,4.5,6.8,23.2,13.2,23.2,18.7,0.5,380
Horizon City,52030,Texas,12.4,12.9,10.9,12.9,7.4,6.0,17.0,13.9,8.3,6.4,1.7,2.1,1.0,18477
Garland,51997,Texas,7.6,8.4,7.7,8.4,7.5,7.1,13.2,14.0,14.1,10.5,6.0,2.9,1.1,232305
Freer,51875,Texas,7.2,6.8,11.9,6.8,11.4,6.9,11.0,18.0,9.2,6.3,6.7,4.2,0.5,2781
Millsap,51875,Texas,4.7,6.9,9.8,6.9,5.2,10.8,14.0,12.8,18.9,9.6,4.4,2.5,0.7,408
Leary,51818,Texas,2.5,5.4,11.2,5.4,7.7,3.3,9.7,11.6,19.3,20.1,7.0,1.3,1.0,690
Belton,51742,Texas,6.9,6.6,7.1,6.6,10.1,15.7,10.8,12.0,9.3,9.4,6.6,3.6,1.9,19292
East Mountain,51739,Texas,6.9,5.5,14.3,5.5,7.1,5.7,12.4,11.5,11.7,8.1,10.8,5.6,0.4,1081
Bishop,51667,Texas,9.1,5.9,6.0,5.9,6.8,7.3,14.9,10.4,13.0,10.3,9.9,4.9,1.5,3162
Dayton,51477,Texas,7.8,7.2,3.2,7.2,5.0,10.4,18.0,13.5,13.9,12.4,4.2,3.7,0.9,7350
Eden,51458,Texas,3.1,3.4,3.0,3.4,4.4,5.8,21.7,25.2,11.6,9.3,8.9,3.0,0.7,2578
Richland Hills,51347,Texas,4.9,4.7,4.7,4.7,6.8,5.2,12.6,15.1,12.5,15.9,8.6,6.1,3.0,7933
Seminole,51324,Texas,10.4,7.8,6.3,7.8,7.9,6.7,14.1,11.2,13.3,9.2,5.2,5.8,2.2,6848
Kurten,51250,Texas,9.7,8.8,8.0,8.8,4.0,2.0,16.8,18.5,7.4,17.4,3.4,1.7,2.3,351
Riverside,51250,Texas,3.8,4.6,9.8,4.6,3.8,5.1,9.1,14.8,14.4,16.4,13.1,4.0,1.1,549
Blue Mound,51208,Texas,4.4,9.6,7.5,9.6,7.9,6.6,11.8,15.1,13.4,11.8,6.6,3.9,1.5,2835
Midway South,51125,Texas,12.0,10.7,10.3,10.7,9.4,12.1,12.8,12.3,11.7,5.4,1.5,0.5,1.4,2994
Evadale,51111,Texas,5.0,9.7,3.1,9.7,9.9,6.7,14.6,17.0,11.2,8.0,10.4,3.4,1.1,1669
Collinsville,50972,Texas,7.6,9.4,4.4,9.4,10.6,6.1,12.8,18.9,9.2,8.2,5.8,4.4,2.8,1694
Burkburnett,50958,Texas,9.3,4.2,7.1,4.2,5.2,5.1,16.7,12.4,11.4,10.8,8.4,8.1,1.4,10915
Wild Peach Village,50951,Texas,5.7,12.2,5.3,12.2,9.2,3.9,12.0,12.4,11.7,13.8,5.5,6.8,1.5,2608
Irving,50942,Texas,8.9,7.9,7.0,7.9,5.9,6.5,20.0,16.2,12.2,8.3,4.3,2.1,0.7,224859
West Odessa,50938,Texas,10.2,8.2,9.2,8.2,6.2,7.7,14.5,12.1,13.2,9.8,5.7,2.8,0.4,22818
Elgin,50867,Texas,10.1,8.6,6.3,8.6,7.8,7.9,11.7,14.5,10.5,9.9,6.4,4.8,1.7,8224
Lindale,50778,Texas,6.9,10.9,9.4,10.9,6.0,4.6,15.5,15.2,9.1,7.9,6.0,7.1,1.4,5169
Ozona,50766,Texas,9.7,8.2,4.8,8.2,6.6,4.3,11.7,14.5,10.2,14.0,9.7,3.6,2.7,3295
Perryton,50758,Texas,9.7,10.7,7.5,10.7,7.5,6.8,13.9,12.8,12.6,9.5,5.6,2.8,0.7,9330
Pilot Point,50666,Texas,6.8,4.8,8.7,4.8,8.1,4.9,10.8,15.4,15.3,12.7,6.8,4.2,1.7,3967
Fredericksburg,50645,Texas,4.8,4.6,5.6,4.6,5.6,5.5,7.5,9.2,12.0,14.0,12.4,12.6,6.3,10707
Arcola,50536,Texas,14.5,7.7,9.7,7.7,7.2,7.8,14.8,14.0,7.2,10.4,4.2,1.6,1.0,1964
Alma,50515,Texas,4.6,2.9,4.4,2.9,14.6,8.0,8.7,12.6,22.6,8.5,7.5,5.1,0.5,412
San Leon,50493,Texas,5.5,5.0,4.3,5.0,5.1,3.0,11.3,14.6,17.9,20.7,6.9,4.7,1.0,5255
Clarksville City,50417,Texas,9.4,4.2,4.4,4.2,6.3,7.4,14.4,7.8,15.7,15.5,10.2,3.5,1.1,820
Devine,50357,Texas,8.7,6.5,8.6,6.5,12.4,3.9,7.4,16.2,9.7,11.5,7.1,4.0,4.2,4471
East Bernard,50326,Texas,3.7,9.4,10.2,9.4,8.6,3.7,9.4,14.4,15.0,11.8,8.7,3.4,1.8,2745
Sterling City,50192,Texas,9.5,8.2,9.0,8.2,7.0,3.3,10.0,8.2,17.3,12.2,7.1,4.3,4.0,942
Bertram,50000,Texas,5.4,8.8,4.8,8.8,11.0,4.7,18.1,14.0,10.6,8.5,6.9,3.3,4.0,1545
Cushing,50000,Texas,7.7,2.3,6.9,2.3,10.1,14.5,9.0,10.1,15.0,11.4,9.5,3.1,0.5,613
La Vernia,49853,Texas,5.7,4.8,11.9,4.8,6.3,5.5,9.0,16.0,12.6,8.9,7.8,8.7,2.7,1471
Mesquite,49837,Texas,8.0,8.1,8.7,8.1,8.0,6.9,14.8,13.3,13.5,10.1,4.7,2.8,1.1,142552
Woodsboro,49821,Texas,5.7,5.6,9.0,5.6,8.1,3.8,7.3,13.0,16.5,12.7,11.1,6.4,0.9,1508
Kilgore,49766,Texas,7.0,6.0,6.3,6.0,9.9,10.6,14.1,10.0,12.9,9.3,6.7,5.5,1.7,14178
Falls City,49688,Texas,7.0,3.5,3.1,3.5,2.1,6.0,19.8,6.6,22.3,13.4,2.7,8.3,5.4,485
Corpus Christi,49675,Texas,6.9,7.2,7.3,7.2,7.2,7.5,14.5,12.4,13.1,11.9,6.8,3.8,1.6,312680
Sunray,49630,Texas,8.5,7.0,7.6,7.0,5.0,3.7,12.8,9.6,19.3,11.8,8.3,4.9,1.8,2178
Lancaster,49590,Texas,8.5,7.9,9.0,7.9,8.7,6.1,12.3,15.3,14.3,9.5,4.5,2.7,1.3,37731
Pine Island,49583,Texas,5.6,9.4,3.6,9.4,6.4,4.3,14.7,6.9,15.2,18.7,9.6,3.5,2.1,1182
Venus,49474,Texas,5.8,5.0,5.2,5.0,4.4,6.6,22.5,18.1,16.7,6.5,6.1,2.8,0.3,3110
Daisetta,49375,Texas,6.7,7.3,8.6,7.3,10.1,3.2,15.9,6.5,13.5,16.8,6.5,4.2,0.9,852
Channelview,49355,Texas,8.4,10.3,9.2,10.3,9.8,7.8,13.6,14.3,12.3,8.7,4.2,1.3,0.2,38980
Chico,49333,Texas,6.0,9.0,6.8,9.0,5.7,9.7,15.9,12.2,13.7,10.6,6.3,3.3,0.8,1071
Bastrop,49230,Texas,6.8,4.9,5.8,4.9,6.7,8.5,8.9,12.3,12.7,13.9,8.9,5.7,4.9,7469
Forsan,49167,Texas,3.9,15.5,9.5,15.5,10.8,2.2,17.7,12.1,14.7,2.6,3.0,6.5,1.7,232
Tioga,49097,Texas,6.7,8.4,8.1,8.4,7.3,3.7,16.0,9.9,14.1,11.9,9.5,3.8,0.7,1006
Henrietta,49087,Texas,5.4,8.4,9.0,8.4,7.9,5.7,9.3,11.3,14.0,10.6,10.2,5.7,2.5,3074
Friona,48910,Texas,6.5,9.0,9.1,9.0,10.1,6.6,12.4,13.7,10.5,10.5,7.6,1.7,2.2,4059
Cumby,48889,Texas,3.0,5.4,5.9,5.4,12.1,10.1,6.2,14.5,11.6,11.7,13.4,5.0,1.1,725
Laguna Park,48869,Texas,6.6,2.9,3.6,2.9,4.9,2.1,6.0,6.8,19.2,19.9,19.1,6.6,2.4,1478
Decatur,48831,Texas,12.1,5.6,7.4,5.6,4.2,5.8,19.2,11.1,9.9,10.1,6.7,5.3,2.8,6201
Groves,48807,Texas,6.1,5.5,8.8,5.5,5.3,7.2,12.4,12.3,13.5,11.9,7.1,7.2,2.6,15911
Bells,48793,Texas,10.4,5.7,9.1,5.7,6.1,11.1,8.7,15.8,11.4,8.9,5.7,6.6,0.8,1555
Abernathy,48750,Texas,7.8,6.1,7.3,6.1,7.6,7.2,14.1,11.8,10.4,12.4,7.8,5.1,2.4,3247
Bayside,48750,Texas,0.7,4.3,3.6,4.3,10.5,3.3,7.6,10.0,12.2,17.4,22.7,6.2,1.4,419
Martindale,48750,Texas,8.0,9.5,8.4,9.5,10.9,6.1,6.9,18.9,9.3,7.6,9.7,2.7,2.0,1575
Rosser,48750,Texas,0.6,1.6,6.3,1.6,15.1,3.5,2.2,15.1,21.8,12.9,12.3,6.9,1.6,317
Sand Springs,48750,Texas,6.3,4.0,4.7,4.0,9.8,10.0,5.5,17.4,17.7,7.9,6.6,8.6,1.5,921
Tira,48750,Texas,3.9,4.7,6.7,4.7,7.1,2.4,5.5,9.4,13.7,23.1,12.2,7.8,3.5,255
Waller,48684,Texas,9.9,3.4,8.4,3.4,6.6,10.2,12.7,7.3,19.7,8.1,9.1,1.4,3.2,1956
Odem,48676,Texas,5.8,10.2,8.7,10.2,6.9,5.5,11.2,12.8,14.5,12.6,6.9,4.5,0.5,2563
Preston,48661,Texas,2.1,4.7,2.8,4.7,1.2,5.3,11.4,7.5,18.0,14.4,18.9,9.9,3.8,1876
Coffee City,48636,Texas,3.1,4.0,5.7,4.0,0.6,6.8,16.2,8.0,19.6,20.2,10.8,4.0,1.1,352
Hart,48558,Texas,5.1,3.1,8.4,3.1,6.3,11.3,8.4,16.3,10.2,13.8,5.2,11.4,0.4,1279
Kirby,48545,Texas,6.3,5.7,8.8,5.7,7.7,9.8,9.1,11.9,15.4,12.0,9.0,3.0,1.4,8221
Lake Bryan,48534,Texas,9.4,13.1,7.4,13.1,8.1,5.4,14.9,11.6,13.9,5.6,3.7,5.4,1.4,2211
Denton,48518,Texas,5.7,5.5,5.5,5.5,10.8,16.4,16.9,11.6,10.7,8.3,5.5,2.3,0.9,122742
Boyd,48455,Texas,8.3,5.9,7.8,5.9,6.0,6.5,15.6,12.1,16.0,8.1,7.4,5.2,1.3,1601
Adrian,48438,Texas,1.8,9.2,13.8,9.2,3.2,1.8,8.3,10.1,9.2,28.0,5.5,5.5,3.7,218
Goliad,48438,Texas,6.5,5.3,8.8,5.3,6.8,6.5,9.3,15.8,10.2,14.2,7.4,6.4,2.8,2248
Marion,48438,Texas,8.4,2.8,10.7,2.8,10.3,10.3,9.8,11.3,13.6,11.3,7.3,2.7,1.4,987
Brownsboro,48333,Texas,11.5,10.5,7.8,10.5,9.6,5.9,12.6,11.7,10.1,11.4,6.7,1.6,0.7,1172
Stanton,48289,Texas,7.8,10.8,9.2,10.8,8.4,6.3,11.4,14.0,12.7,8.4,5.2,3.5,2.3,2653
Killeen,48283,Texas,10.6,8.7,7.1,8.7,6.3,10.7,20.3,13.8,10.6,6.7,3.4,1.6,0.5,134030
Cleburne,48260,Texas,7.8,8.8,6.7,8.8,6.4,8.7,13.5,12.4,12.6,9.6,7.0,4.3,2.1,29765
Lakehills,48158,Texas,5.7,6.4,4.9,6.4,3.8,3.1,13.2,8.7,15.7,19.9,12.6,5.1,1.0,5363
Anahuac,48125,Texas,7.0,6.2,4.6,6.2,6.6,13.0,15.2,11.9,11.9,9.9,8.2,4.6,1.0,2110
Surfside Beach,48125,Texas,4.3,2.5,10.0,2.5,5.1,5.4,6.4,9.5,21.8,17.5,12.9,4.6,0.2,611
Lawn,48056,Texas,2.7,6.4,7.4,6.4,12.8,5.7,12.1,7.4,14.1,11.1,15.4,2.4,2.7,298
Elmendorf,48000,Texas,5.0,4.7,4.4,4.7,6.5,6.5,14.9,11.6,17.4,16.5,6.7,4.5,1.6,1325
Temple,47962,Texas,7.8,7.0,7.0,7.0,5.9,6.3,15.4,11.6,12.4,11.9,7.9,4.2,2.7,68877
Rockport,47887,Texas,5.7,5.5,6.5,5.5,6.3,5.2,6.9,8.3,14.1,14.5,14.0,11.1,2.0,9776
New Home,47885,Texas,8.6,4.8,10.5,4.8,8.3,8.0,18.2,7.3,7.3,10.8,9.9,4.8,1.6,314
Lockhart,47859,Texas,5.0,8.3,6.7,8.3,6.4,7.1,15.1,16.6,11.9,10.9,7.0,3.2,1.8,12966
Stinnett,47857,Texas,6.7,7.9,6.1,7.9,6.7,6.7,14.6,13.7,8.0,16.6,7.1,5.9,0.1,1618
Burnet,47818,Texas,10.0,4.3,11.4,4.3,6.1,6.1,13.9,13.4,10.6,9.1,6.0,6.2,2.9,6065
Graford,47813,Texas,5.6,7.2,15.0,7.2,7.5,5.2,10.9,13.4,17.8,7.6,6.2,3.1,0.4,746
Dalhart,47724,Texas,8.4,7.6,8.8,7.6,9.1,5.0,12.3,12.7,13.7,11.5,5.9,3.0,2.1,8150
Fort Stockton,47714,Texas,7.8,7.7,7.2,7.7,6.2,7.5,15.1,14.4,11.9,9.7,6.5,4.3,1.7,8373
Spearman,47679,Texas,5.9,8.2,9.7,8.2,7.7,4.4,12.0,12.6,12.7,11.3,7.5,6.1,1.9,3409
Troy,47639,Texas,6.5,11.0,5.4,11.0,7.2,6.6,15.3,12.1,13.0,12.1,6.9,2.2,1.8,1771
Oakwood,47569,Texas,7.6,5.6,6.4,5.6,3.9,1.2,14.4,12.4,12.4,17.9,6.8,10.9,0.4,485
Chillicothe,47563,Texas,1.5,1.2,4.8,1.2,10.2,6.1,6.6,14.0,27.7,8.2,11.4,6.0,2.5,686
Frankston,47500,Texas,4.5,4.8,7.7,4.8,6.0,9.0,9.2,12.7,9.4,14.9,8.2,8.5,5.2,1106
Texhoma,47344,Texas,2.8,5.1,0.9,5.1,4.6,11.0,4.1,13.3,23.9,6.4,19.3,7.8,0.9,218
Denver City,47306,Texas,6.1,8.6,9.7,8.6,9.4,5.0,10.7,14.6,12.6,10.3,6.0,5.8,1.3,4577
Rosharon,47298,Texas,11.8,5.0,7.9,5.0,7.7,7.7,10.0,23.5,7.9,11.9,5.0,0.7,0.9,1940
Iowa Park,47276,Texas,8.0,7.7,7.3,7.7,5.1,6.9,13.6,11.6,12.8,12.0,9.8,4.1,1.2,6375
Palmer,47212,Texas,9.6,12.2,11.1,12.2,7.1,7.5,14.3,13.8,7.0,7.4,5.8,3.6,0.5,2347
Sonora,47201,Texas,6.3,10.4,6.4,10.4,9.5,3.2,12.9,13.2,14.7,9.5,9.4,3.6,0.9,2877
Nocona Hills,47171,Texas,0.5,6.3,3.7,6.3,1.7,3.5,3.9,9.8,15.5,20.8,19.4,10.7,4.4,779
Richmond,47110,Texas,8.5,7.2,5.3,7.2,6.6,8.1,18.4,13.5,8.3,12.1,6.3,3.4,2.4,11769
Clyde,47061,Texas,6.9,7.7,10.3,7.7,6.2,3.5,9.8,12.2,11.6,12.3,10.1,7.6,1.8,3723
Van Alstyne,47061,Texas,9.9,6.8,7.4,6.8,5.1,4.9,14.4,11.0,11.9,12.9,6.6,4.7,4.4,3101
Amarillo,47053,Texas,8.0,8.1,6.8,8.1,6.8,7.2,15.4,12.3,12.3,10.9,6.6,4.1,1.6,194930
Paradise,47045,Texas,2.9,5.2,6.2,5.2,9.7,2.9,5.9,19.0,14.0,10.0,8.6,11.4,4.3,421
Lake Worth,47004,Texas,6.5,4.5,6.6,4.5,2.8,7.3,11.4,11.8,14.7,14.3,7.0,8.3,4.8,4671
China Spring,47000,Texas,9.4,6.3,5.7,6.3,5.9,10.2,12.8,14.0,13.4,14.0,2.0,4.8,1.7,1533
Edna,46875,Texas,8.7,7.1,8.9,7.1,5.8,5.2,13.7,10.0,13.0,12.7,8.7,4.1,2.0,5616
Howe,46875,Texas,10.5,6.1,7.0,6.1,6.8,7.9,15.4,9.8,13.4,10.8,7.2,3.8,1.5,2600
Loop,46875,Texas,4.1,12.3,9.4,12.3,6.1,4.1,14.3,7.9,12.6,12.9,11.1,3.5,1.8,342
Rogers,46875,Texas,5.3,7.4,5.1,7.4,7.5,6.9,15.2,13.9,14.2,11.9,8.2,2.3,2.2,949
Tehuacana,46875,Texas,3.3,10.3,0.8,10.3,4.1,4.1,18.4,6.2,15.2,16.4,15.2,3.7,2.5,244
Union Grove,46875,Texas,1.5,5.1,9.0,5.1,9.0,2.4,7.5,5.4,21.7,22.9,7.8,6.9,0.6,332
Post,46830,Texas,6.0,3.9,4.0,3.9,5.6,4.2,18.6,20.8,16.0,11.3,4.0,4.4,1.1,4841
Wells Branch,46780,Texas,6.8,5.9,3.8,5.9,4.8,8.7,27.6,14.8,13.2,7.6,4.4,1.5,1.0,11852
Baytown,46776,Texas,8.7,8.0,8.2,8.0,7.9,6.4,14.6,12.2,12.5,11.2,5.1,3.7,1.6,74157
Little River Academy,46776,Texas,5.6,6.1,10.4,6.1,9.0,5.9,9.5,14.5,14.3,11.0,6.6,6.7,0.5,1940
Hawkins,46750,Texas,9.0,7.1,9.1,7.1,14.2,11.1,7.0,9.8,11.3,8.0,7.9,3.5,2.2,1764
Waskom,46750,Texas,6.6,4.6,2.6,4.6,8.1,9.5,12.5,15.6,8.4,16.7,12.2,2.7,0.5,2156
Victoria,46745,Texas,7.5,7.6,7.2,7.6,7.4,7.3,13.5,12.0,12.6,11.6,7.2,4.2,2.1,64275
Bridgeport,46671,Texas,5.8,5.5,12.2,5.5,8.5,4.8,13.4,17.9,10.2,13.6,5.1,2.0,1.0,6099
Lake Bridgeport,46667,Texas,2.4,4.2,5.6,4.2,4.5,1.7,7.6,7.6,27.8,18.1,14.6,4.9,1.0,288
Skellytown,46667,Texas,7.2,8.0,14.3,8.0,6.3,1.4,10.8,9.6,13.3,14.0,6.3,7.9,0.9,572
Gilmer,46618,Texas,5.2,10.5,7.1,10.5,10.2,4.5,16.1,11.9,9.7,8.6,7.9,4.2,4.3,5031
Pasadena,46585,Texas,8.5,8.0,8.2,8.0,8.0,8.1,14.5,12.9,12.8,10.3,4.6,3.0,1.0,152171
Fort Davis,46583,Texas,4.5,4.7,8.8,4.7,5.7,2.8,9.0,9.9,12.7,14.6,17.5,8.0,1.8,1132
Early,46582,Texas,5.0,7.2,10.0,7.2,8.3,6.6,10.5,13.7,14.0,9.9,6.4,4.0,4.4,2797
Taylor,46568,Texas,5.6,8.0,6.9,8.0,7.3,7.3,12.9,13.8,13.6,12.1,7.4,3.9,1.4,16001
Teague,46526,Texas,6.9,7.6,7.9,7.6,9.9,2.4,15.9,9.6,12.0,9.6,8.1,8.7,1.4,3551
Dumas,46475,Texas,8.8,10.1,9.0,10.1,7.4,6.3,14.8,12.4,11.2,10.1,4.7,4.1,1.3,14908
Somerset,46406,Texas,6.5,8.9,6.6,8.9,8.0,4.0,10.4,14.0,17.4,10.8,8.2,2.6,2.8,1488
Brazoria,46397,Texas,9.9,5.8,7.9,5.8,6.1,9.6,10.6,12.7,14.9,9.5,8.7,3.0,1.4,3038
Bruceville Eddy,46389,Texas,4.9,10.6,9.9,10.6,8.6,7.9,11.8,16.3,10.8,9.9,4.8,3.0,1.4,1731
San Antonio,46317,Texas,7.3,7.4,7.2,7.4,7.4,8.2,15.4,13.1,12.8,10.3,6.1,3.4,1.5,1385438
Ferris,46295,Texas,9.6,8.6,8.3,8.6,5.0,7.3,15.1,12.5,12.2,9.6,8.2,2.1,1.5,2469
Snyder,46250,Texas,8.1,8.5,6.5,8.5,7.8,7.8,12.7,10.6,12.0,10.0,8.4,5.7,1.9,11368
Conroe,46109,Texas,8.3,7.6,6.5,7.6,6.9,7.8,16.0,15.2,12.3,9.1,5.3,3.5,1.6,61268
Staples,46061,Texas,0.7,1.1,14.4,1.1,0.2,15.0,9.4,18.0,11.5,18.9,4.6,5.0,1.3,460
Bellville,46051,Texas,7.0,8.8,3.9,8.8,4.8,5.7,11.0,15.0,13.8,11.3,8.6,6.7,3.4,4142
Floresville,45933,Texas,4.0,7.2,7.2,7.2,7.6,7.9,10.0,9.9,15.2,11.6,10.2,5.2,4.0,6813
China,45898,Texas,2.6,2.6,7.3,2.6,7.6,2.7,14.6,9.7,19.2,14.5,12.5,4.7,2.0,955
Blooming Grove,45893,Texas,7.1,4.4,8.0,4.4,10.2,10.3,12.5,11.5,11.5,12.7,5.4,3.5,2.8,833
Pinehurst CDP,45868,Texas,7.8,7.7,10.3,7.7,8.5,4.4,10.5,14.8,12.6,15.4,4.9,2.4,0.8,4835
Bedias,45833,Texas,4.4,1.6,1.9,1.6,9.5,4.4,10.5,9.8,21.6,11.4,17.1,7.0,0.6,315
Wake Village,45830,Texas,7.0,8.5,8.2,8.5,10.3,6.0,13.5,14.3,8.7,8.8,8.7,4.6,1.5,5477
Hedley,45795,Texas,5.8,5.5,13.0,5.5,4.7,3.3,17.1,6.6,9.9,10.7,13.2,7.4,2.8,363
Houston,45728,Texas,7.8,7.2,6.5,7.2,6.4,8.1,17.8,14.1,12.6,10.1,5.5,2.8,1.2,2167988
Levelland,45701,Texas,7.6,8.2,6.3,8.2,9.8,9.6,12.8,10.3,11.0,10.7,7.4,4.2,2.2,13735
Hitchcock,45434,Texas,8.0,6.3,7.9,6.3,6.9,5.3,12.5,9.6,13.2,14.9,7.1,6.2,2.1,7206
Fairfield,45417,Texas,6.3,6.9,7.5,6.9,6.3,6.9,9.5,15.5,13.8,11.4,7.1,6.9,1.9,2909
Sweeny,45400,Texas,10.2,7.6,6.9,7.6,5.0,11.2,12.2,10.1,14.1,10.1,6.0,4.1,2.5,3743
Plains,45362,Texas,11.0,11.6,12.3,11.6,7.8,4.8,13.3,16.5,5.2,8.4,4.3,3.5,1.3,1914
Carthage,45323,Texas,7.2,8.9,6.3,8.9,7.8,7.4,11.2,12.5,9.5,11.4,10.1,4.3,3.3,6835
Arp,45313,Texas,4.1,4.4,8.6,4.4,12.5,3.9,7.1,11.7,19.3,17.3,6.8,3.5,0.9,857
Saint Jo,45227,Texas,7.7,6.3,7.3,6.3,5.4,8.7,13.6,7.1,13.2,14.3,9.8,4.6,2.2,1072
Alvin,45164,Texas,6.9,7.3,6.9,7.3,6.5,8.4,15.9,14.4,12.4,9.0,7.0,3.9,1.3,24938
Kress,45156,Texas,6.5,10.0,6.2,10.0,5.6,4.4,15.7,9.0,13.8,12.2,12.2,3.7,0.8,631
Pecos,45028,Texas,8.3,6.6,8.0,6.6,10.1,8.5,10.7,12.0,11.5,10.2,7.2,4.7,2.3,8919
Diboll,44960,Texas,10.3,8.6,6.2,8.6,10.0,5.4,15.8,16.7,8.9,8.8,4.5,3.4,1.6,5377
Granger,44954,Texas,7.3,6.4,8.5,6.4,3.7,4.5,13.2,16.0,15.0,13.7,3.7,4.5,3.8,1617
Gruver,44922,Texas,5.7,8.3,7.5,8.3,6.9,7.8,9.4,9.9,16.5,13.9,8.6,3.7,1.7,1097
Hico,44821,Texas,6.0,6.3,10.5,6.3,7.8,3.8,11.0,14.1,12.2,7.7,9.8,8.1,2.8,1707
Blue Ridge,44760,Texas,8.3,11.0,7.9,11.0,6.1,4.3,12.2,16.9,12.5,14.2,2.5,3.2,0.8,1033
Shiner,44732,Texas,8.7,5.4,8.4,5.4,6.8,4.9,11.7,9.8,12.3,10.2,6.8,8.4,6.7,2083
Texas City,44659,Texas,7.6,6.3,7.9,6.3,6.4,6.4,14.1,12.4,12.7,13.1,7.2,4.2,1.8,45802
Mckinney Acres,44650,Texas,6.5,3.0,8.7,3.0,15.0,15.2,6.7,11.1,22.1,8.1,2.2,1.2,0.4,948
Glen Rose,44632,Texas,5.5,5.0,8.8,5.0,6.3,6.1,13.5,13.2,9.1,11.4,8.8,8.0,4.4,2506
Briar,44583,Texas,3.2,3.8,2.5,3.8,4.5,6.6,8.4,10.5,22.5,17.9,14.4,4.6,1.0,4655
Southmayd,44583,Texas,6.2,5.1,7.5,5.1,8.3,8.2,10.6,12.0,17.1,12.3,10.5,2.2,0.1,895
Penelope,44545,Texas,1.0,6.3,8.3,6.3,6.8,2.1,8.3,5.2,26.0,13.0,14.1,7.8,1.0,192
Ingram,44444,Texas,8.5,8.6,8.8,8.6,4.8,7.5,11.4,13.4,14.3,12.0,5.7,4.1,1.0,2176
Point Blank,44444,Texas,16.8,6.7,4.1,6.7,4.0,1.1,9.2,8.8,10.7,12.6,13.0,10.2,2.9,749
Jayton,44417,Texas,13.5,4.3,4.7,4.3,2.8,5.5,12.2,6.2,11.0,15.2,16.0,5.5,3.0,599
Anderson,44412,Texas,7.7,8.5,10.9,8.5,1.2,2.0,7.7,11.7,7.7,6.9,26.3,7.7,1.6,247
Beasley,44375,Texas,7.9,7.5,5.4,7.5,8.9,6.4,14.3,10.6,5.2,16.2,13.1,2.1,2.5,519
Marathon,44375,Texas,0.6,6.2,3.5,6.2,5.3,3.0,9.4,7.4,14.9,22.2,15.0,6.2,6.1,625
Rosenberg,44318,Texas,7.5,7.7,8.4,7.7,8.0,8.3,14.7,14.1,12.3,8.8,5.7,3.0,1.5,32789
George West,44250,Texas,8.8,9.1,7.8,9.1,10.1,5.2,13.2,10.2,9.6,9.7,7.0,6.2,3.2,2500
Jewett,44250,Texas,11.1,8.4,3.9,8.4,8.7,9.5,11.0,12.5,18.9,7.4,5.3,2.7,0.8,1196
Primera,44250,Texas,9.4,8.6,6.1,8.6,11.4,7.6,15.5,12.1,11.8,8.1,5.8,3.2,0.5,4138
Pampa,44237,Texas,8.1,7.0,8.0,7.0,6.6,6.2,12.1,12.1,12.2,11.4,8.1,6.3,2.0,18180
Callisburg,44167,Texas,8.5,6.0,15.6,6.0,8.5,4.1,14.2,14.8,8.7,6.6,7.9,3.8,1.4,366
Hardin,44167,Texas,7.1,9.2,4.3,9.2,4.4,5.0,9.7,9.9,11.8,12.7,14.3,7.3,4.4,819
Winnie,44167,Texas,3.6,5.7,6.1,5.7,8.5,7.2,12.0,15.6,14.6,12.8,7.1,5.1,1.7,3325
Lubbock,44139,Texas,7.2,6.5,6.2,6.5,8.5,14.1,15.0,10.5,11.0,9.7,5.9,4.0,1.4,236868
Tahoka,44130,Texas,6.2,8.9,6.4,8.9,8.5,3.4,10.9,11.2,16.9,9.7,9.0,7.4,1.5,2623
Grape Creek,44118,Texas,3.3,6.5,11.6,6.5,7.9,5.8,11.3,9.6,14.9,13.0,11.3,4.7,0.2,2888
Webster,44107,Texas,6.3,7.7,4.2,7.7,4.5,11.2,26.9,12.8,10.6,6.0,4.5,2.3,2.8,10898
Murchison,44063,Texas,4.2,3.2,3.4,3.2,7.4,5.5,19.1,8.5,17.4,11.9,11.9,6.8,0.9,472
Haskell,44053,Texas,3.3,6.3,4.5,6.3,6.8,6.3,21.5,9.7,14.8,9.6,6.9,8.2,2.1,3300
