Experiment,College,College_Abbrev,Town,County,State,Latitude,Longitude,Treatment,Preexisting_College,Politics,Existing_Site,Auction,Weather,Other,Year_Experiment,Year_Founded,Year_First_Class,Year_First_Graduates,Public,State_Flagship,Land_Grant,Technical_School,Normal_School,HBCU,Womens_College,Military_Academy,Loser_Receive_Consolation,Consolation_Prize,Value_Consolation,Value_State_Grant,Value_Local_Contribution,Local_Donate_Building,Votes_Received,Number of Ballots,Experiment_Quality
FSC,Florida Southern College,FSC,Lakeland,Polk,Florida,28.041111,-81.958889,1,,,,,1,,1922,1883,,,,,,,,,,,,,,,,,,,1
FSC,Florida Southern College,FSC,Clearwater Beach,Pinellas,Florida,27.57,-82.48,0,,,,,1,,1922,1883,,,,,,,,,,,,,,,,,,,1
FSC,Florida Southern College,FSC,Sutherland,Pinellas,Florida,28.083889,-82.753889,0,,,,,1,,1922,1883,,,,,,,,,,,,,,,,,,,1
FlSU,Florida State University,FlSU,Tallahassee,Leon,Florida,30.455,-84.253333,1,,,,1,,,1857,1857,1857,,1,,,,,,,,,,,,,1,,,1
FlSU,Florida State University,FlSU,Marianna,Jackson,Florida,30.776389,-85.238056,0,,,,1,,,1857,1857,1857,,1,,,,,,,,,,,,,,,,1
FlSU,Florida State University,FlSU,Quincy,Gadsden,Florida,30.583333,-84.583333,0,,,,1,,,1857,1857,1857,,1,,,,,,,,,,,,,,,,1
RollC,Rollins College,RollC,Winter Park,Orange,Florida,28.596111,-81.346667,1,,,,1,,,1885,1885,1886,,,,,,,,,,,,,,115000,,,,1
RollC,Rollins College,RollC,Mount Dora,Lake,Florida,28.806389,-81.643056,0,,,,1,,,1885,1885,1886,,,,,,,,,,,,,,35000,,,,1
UCFl,University of Central Florida,UCFl,Orlando,Orange,Florida,28.415833,-81.298889,1,,,,1,,,1963,1963,1967,,1,,,1,,,,,,,,,,,,,1
UCFl,University of Central Florida,UCFl,South Orange Blossom Trail,Orange,Florida,,,0,,,,1,,,1963,1963,1967,,1,,,1,,,,,,,,,,,,,1
UCFl,University of Central Florida,UCFl,,Seminole,Florida,28.71,-81.23,0,,,,1,,,1963,1963,1967,,1,,,1,,,,,,,,,,,,,1
UFl1,University of Florida,UFl,Lake City,Columbia,Florida,30.183333,-82.633333,1,,1,,,,,1883,1883,1884,,1,1,,,,,,,,,,,15000,,,,1
UFl1,University of Florida,UFl,Eau Gallie,Brevard,Florida,28.129167,-80.63,0,,1,,,,,1883,1883,1884,,1,1,,,,,,,,,,,,1,,,1
UFl1,University of Florida,UFl,Gainesville,Alachua,Florida,29.651997,-82.324992,0,,1,,,,,1883,1883,1884,,1,1,,,,,,,,,,,,,,,1
UFl1,University of Florida,UFl,Live Oak,Suwannee,Florida,30.294444,-82.985833,0,,1,,,,,1883,1883,1884,,1,1,,,,,,,,,,,,,,,1
UFl1,University of Florida,UFl,Tallahassee,Leon,Florida,30.455,-84.253333,0,,1,,,,,1883,1883,1884,,1,1,,,,,,,,,,,,,,,1
UFl1,University of Florida,UFl,Ocala,Marion,Florida,29.187778,-82.130556,0,,1,,,,,1883,1883,1884,,1,1,,,,,,,,,,,,,,,1
UFl1,University of Florida,UFl,Madison,Madison,Florida,30.466667,-83.416667,0,,1,,,,,1883,1883,1884,,1,1,,,,,,,,,,,,,,,1
UFl2,University of Florida,UFl,Gainesville,Alachua,Florida,29.651997,-82.324992,1,1,,,1,,,1905,1905,1906,,1,1,1,,,,,,,,,,70000,,6,,2
UFl2,University of Florida,UFl,Lake City,Columbia,Florida,30.183333,-82.633333,0,1,,,1,,,1905,1905,1906,,1,1,1,,,,,,,,,,60000,1,4,,2
UFl2,University of Florida,UFl,DeFuniak Springs,Walton,Florida,30.716667,-86.116667,0,1,,,1,,,1905,1905,1906,,1,1,1,,,,,,,,,,,1,,,1
UFl2,University of Florida,UFl,Bartow,Polk,Florida,27.8925,-81.839722,0,1,,,1,,,1905,1905,1906,,1,1,1,,,,,,,,,,,1,,,1
UFl2,University of Florida,UFl,Saint Petersburg,Pinellas,Florida,27.773056,-82.64,0,1,,,1,,,1905,1905,1906,,1,1,1,,,,,,,,,,,1,,,1
UFl2,University of Florida,UFl,,Osceola,Florida,28.06,-81.15,0,1,,,1,,,1905,1905,1906,,1,1,1,,,,,,,,,,,1,,,1
UFl2,University of Florida,UFl,Tallahassee,Leon,Florida,30.455,-84.253333,0,1,,,1,,,1905,1905,1906,,1,1,1,,,,,,,,,,,1,,,1
UFl2,University of Florida,UFl,Fernandina,Nassau,Florida,30.669444,-81.461667,0,,,,1,,,1905,1905,1906,,1,1,1,,,,,,,,,,,,,,1
UFl2,University of Florida,UFl,Live Oak,Suwannee,Florida,30.294444,-82.985833,0,,,,1,,,1905,1905,1906,,1,1,1,,,,,,,,,,,,,,1
UFl2,University of Florida,UFl,Ocala,Marion,Florida,29.187778,-82.130556,0,,,,1,,,1905,1905,1906,,1,1,1,,,,,,,,,,,,,,1
UFl2,University of Florida,UFl,Jacksonville,Duval,Florida,30.336944,-81.661389,0,,,,1,,,1905,1905,1906,,1,1,1,,,,,,,,,,,,,,1
GaT,Georgia Institute of Technology,GaT,Atlanta,Fulton,Georgia,33.755,-84.39,1,,1,,,,,1886,1886,1888,,1,,,1,,,,,,,,65000,120000,,,24,2
GaT,Georgia Institute of Technology,GaT,Millidgeville,Baldwin,Georgia,33.087778,-83.233333,0,,1,,,,,1886,1886,1888,,1,,,1,,,,,,,,65000,10000,1,,24,2
GaT,Georgia Institute of Technology,GaT,Macon,Bibb,Georgia,32.834722,-83.651667,0,,1,,,,,1886,1886,1888,,1,,,1,,,,,,,,65000,76000,,,24,2
GaT,Georgia Institute of Technology,GaT,Athens,Clarke,Georgia,33.95,-83.383333,0,1,1,,,,,1886,1886,1888,,1,,,1,,,,,,,,65000,163500,1,,24,2
GaT,Georgia Institute of Technology,GaT,Penfield,Greene,Georgia,33.6673,-83.1774,0,1,1,,,,,1886,1886,1888,,1,,,1,,,,,,,,65000,75000,1,,24,2
GaT,Georgia Institute of Technology,GaT,Atlanta,DeKalb,Georgia,33.755,-84.39,0,,1,,,,,1886,1886,1888,,1,,,1,,,,,,,,65000,120000,,,24,1
GaSoU,Georgia Southern College,GaSoU,Statesboro,Bulloch,Georgia,32.445278,-81.779167,1,,,,1,,,1906,1906,1908,,1,,,,,,,,,,,,125500,,7,,2
GaSoU,Georgia Southern College,GaSoU,Stillmore,Emanuel,Georgia,32.441111,-82.214722,0,,,,1,,,1906,1906,1908,,1,,,,,,,,,,,,67300,1,2,,2
GaSoU,Georgia Southern College,GaSoU,Claxton,Tattnall,Georgia,32.160833,-81.908611,0,,,,1,,,1906,1906,1908,,1,,,,,,,,,,,,102500,,4,,2
GaSoU,Georgia Southern College,GaSoU,,Burke,Georgia,33.06,-82,0,,,,1,,,1906,1906,1908,,1,,,,,,,,,,,,,,,,1
MercU,Mercer University,MercU,Macon,Bibb,Georgia,32.834722,-83.651667,1,,1,,,,,1870,1833,1871,,,,,,,,,,,,,,155000,,19,1,2
MercU,Mercer University,MercU,Griffin,Spalding,Georgia,33.2475,-84.270833,0,,1,,,,,1870,1833,1871,,,,,,,,,,,,,,,,8,1,2
MercU,Mercer University,MercU,Atlanta,Fulton,Georgia,33.755,-84.39,0,,1,,,,,1870,1833,1871,,,,,,,,,,,,,,,,3,1,1
MercU,Mercer University,MercU,Penfield,Greene,Georgia,33.6673,-83.1774,0,,1,,,,,1870,1833,1871,,,,,,,,,,,,,,,,2,1,1
MercU,Mercer University,MercU,Forsyth,Monroe,Georgia,33.035,-83.938056,0,,1,,,,,1870,1833,1871,,,,,,,,,,,,,,,,0,1,1
MercU,Mercer University,MercU,Newnan,Coweta,Georgia,33.376389,-84.788611,0,,1,,,,,1870,1833,1871,,,,,,,,,,,,,,,,0,1,1
MercU,Mercer University,MercU,Marietta,Cobb,Georgia,33.953333,-84.540556,0,,1,,,,,1870,1833,1871,,,,,,,,,,,,,,,,,,1
SavSU,Savannah State University,SavSU,Savannah,Chatham,Georgia,32.0835,-81.0998,1,,,,,1,,1901,1900,1901,,1,,,,,1,,,,,,,10000,,,,1
SavSU,Savannah State University,SavSU,Augusta,Richmond,Georgia,33.466667,-81.966667,0,,,,,1,,1901,1900,1901,,1,,,,,1,,,,,,,,,,,1
SavSU,Savannah State University,SavSU,Macon,Bibb,Georgia,32.834722,-83.651667,0,,,,,1,,1901,1900,1901,,1,,,,,1,,,,,,,,,,,1
SavSU,Savannah State University,SavSU,Americus,Sumter,Georgia,32.075278,-84.226667,0,,,,,1,,1901,1900,1901,,1,,,,,1,,,,,,,,,,,1
SavSU,Savannah State University,SavSU,Columbus,Muscogee,Georgia,32.492222,-84.940278,0,,,,,1,,1901,1900,1901,,1,,,,,1,,,,,,,,,,,1
SavSU,Savannah State University,SavSU,Athens,Clarke,Georgia,33.95,-83.383333,0,,,,,1,,1901,1900,1901,,1,,,,,1,,,,,,,,1,,,1
UWGa,University of West Georgia,UWGa,Carrollton,Carroll,Georgia,33.580833,-85.076667,1,,,,1,,,1906,1906,1908,,1,,,,,,,,,,,,7000,,,,1
UWGa,University of West Georgia,UWGa,,Muscogee,Georgia,32.51,-84.87,0,,,,1,,,1906,1906,1908,,1,,,,,,,,,,,,,,,,1
UHi,University of Hawaii,UHi,Honolulu,Honolulu,Hawaii,21.3,-157.816667,1,,,1,,,,1907,1907,1908,,1,1,1,,,,,,,,,,,,,,1
UHi,University of Hawaii,UHi,Mountain View,Hawaii,Hawaii,19.539722,-155.141389,0,,,1,,,,1907,1907,1908,,1,1,1,,,,,,,,,,,,,,1
UHi,University of Hawaii,UHi,Lahainaluna,Maui,Hawaii,20.886111,-156.674722,0,,,1,,,,1907,1907,1908,,1,1,1,,,,,,,,,,,,,,1
UId,University of Idaho,UId,Moscow,Latah,Idaho,46.73,-117,1,,1,,,,,1889,1889,1892,1896,1,1,1,,,,,,,,,15000,,,,,2
UId,University of Idaho,UId,Eagle Rock,Bonneville,Idaho,43.5,-112.033333,0,,1,,,,,1889,1889,1892,1896,1,1,1,,,,,,,,,15000,,,,,2
UId,University of Idaho,UId,Idaho Falls,Bonneville,Idaho,43.5,-112.033333,0,,1,,,,,1889,1889,1892,1896,1,1,1,,,,,,,,,15000,,,,,2
UId,University of Idaho,UId,Lewiston,Nez Perce,Idaho,46.41,-117.02,0,,1,,,,,1889,1889,1892,1896,1,1,1,,,,,,,,,15000,,,,,1
CarthC,Carthage College,CarthC,Carthage,Hancock,Illinois,40.414444,-91.13333,1,,,,1,,,1869,1869,1870,,,,,,,,,,,,,,135000,,,,1
CarthC,Carthage College,CarthC,Springfield,Sangamon,Illinois,39.698333,-89.619722,0,,,,1,,,1869,1869,1870,,,,,,,,,,,,,,,,,,1
CarthC,Carthage College,CarthC,Mendota,LaSalle,Illinois,41.547222,-89.117222,0,,,,1,,,1869,1869,1870,,,,,,,,,,,,,,,,,,1
EIlU,Eastern Illinois University,EIlU,Charleston,Coles,Illinois,39.484722,-88.178056,1,,1,,,,,1895,1895,1899,,1,,,,1,,,,,,,,,,,,1
EIlU,Eastern Illinois University,EIlU,Mattoon,Coles,Illinois,39.478889,-88.373056,0,,1,,,,,1895,1895,1899,,1,,,,1,,,,,,,,,,,,1
IlSU,Illinois State University,IlSU,Normal,McLean,Illinois,40.512222,-88.988611,1,,,,1,,,1857,1857,1857,,1,,,,1,,,,,,,,141000,,,,1
IlSU,Illinois State University,IlSU,Washington,Tazewell,Illinois,40.7,-89.416667,0,,,,1,,,1857,1857,1857,,1,,,,1,,,,,,,,20000,,,,1
IlSU,Illinois State University,IlSU,Batavia,DuPage,Illinois,41.848889,-88.308333,0,,,,1,,,1857,1857,1857,,1,,,,1,,,,,,,,45000,,,,1
IlSU,Illinois State University,IlSU,Batavia,Kane,Illinois,41.848889,-88.308333,0,,,,1,,,1857,1857,1857,,1,,,,1,,,,,,,,45000,,,,1
IlSU,Illinois State University,IlSU,Peoria,Peoria,Illinois,40.720833,-89.609444,0,,,,1,,,1857,1857,1857,,1,,,,1,,,,,,,,80032,,,,1
LincC,Lincoln College (IL),LincC,Lincoln,Logan,Illinois,40.15,-89.3675,1,,1,,1,,,1864,1865,1866,,,,,,,,,,,,,,,,,,2
LincC,Lincoln College (IL),LincC,Mt. Zion,Macon,Illinois,39.778056,-88.878611,0,,1,,1,,,1864,1865,1866,,,,,,,,,,,,,,,,,,2
LincC,Lincoln College (IL),LincC,Newburgh,Warrick,Indiana,37.946667,-87.403611,0,,1,,1,,,1864,1865,1866,,,,,,,,,,,,,,,,,,2
LincC,Lincoln College (IL),LincC,Cherry Grove,Edgar,Illinois,39.5850348,-87.8350305,0,1,1,,1,,,1864,1865,1866,,,,,,,,,,,,,,,,,,2
LincC,Lincoln College (IL),LincC,Virginia,Cass,Illinois,39.948889,-90.211667,0,,1,,1,,,1864,1865,1866,,,,,,,,,,,,,,,,,,1
NIlU,Northern Illinois University,NIlU,DeKalb,DeKalb,Illinois,41.931389,-88.750278,1,,1,,,,,1895,1895,1899,,1,,,,1,,,,,,,,,,3,,2
NIlU,Northern Illinois University,NIlU,Rockford,Winnebago,Illinois,42.259444,-89.064444,0,,1,,,,,1895,1895,1899,,1,,,,1,,,,,,,,,,2,,2
NIlU,Northern Illinois University,NIlU,Freeport,Stephenson,Illinois,42.291944,-86.630278,0,,1,,,,,1895,1895,1899,,1,,,,1,,,,,,,,,,,,1
NIlU,Northern Illinois University,NIlU,Polo,Ogle,Illinois,41.986944,-89.577222,0,,1,,,,,1895,1895,1899,,1,,,,1,,,,,,,,,,,,1
NIlU,Northern Illinois University,NIlU,Oregon,Ogle,Illinois,42.014608,-89.332536,0,,1,,,,,1895,1895,1899,,1,,,,1,,,,,,,,,,,,1
NIlU,Northern Illinois University,NIlU,Dixon,Lee,Illinois,41.846111,-89.485,0,,1,,,,,1895,1895,1899,,1,,,,1,,,,,,,,,,,,1
NIlU,Northern Illinois University,NIlU,Fulton,Whiteside,Illinois,41.866944,-90.158889,0,,1,,,,,1895,1895,1899,,1,,,,1,,,,,,,,,,,,1
NWU,Northwestern University,NWU,Evanston,Cook,Illinois,42.046389,-87.694722,1,,,1,,,,1853,1850,1855,,,,,,,,,,,,,,,,,,1
NWU,Northwestern University,NWU,Chicago,Cook,Illinois,41.836944,-87.684722,0,,,1,,,,1853,1850,1855,,,,,,,,,,,,,,,,,,1
SIlU,Southern Illinois University,SIlU,Carbondale,Jackson,Illinois,37.726,-89.22,1,,,,1,,,1869,1869,1874,,1,,,,1,,,,,,,,100000,,,,2
SIlU,Southern Illinois University,SIlU,Centralia,Clinton,Illinois,38.525278,-89.1325,0,,,,1,,,1869,1869,1874,,1,,,,1,,,,,,,,,,,,2
SIlU,Southern Illinois University,SIlU,Centralia,Jefferson,Illinois,38.525278,-89.1325,0,,,,1,,,1869,1869,1874,,1,,,,1,,,,,,,,,,,,2
SIlU,Southern Illinois University,SIlU,Centralia,Marion,Illinois,38.525278,-89.1325,0,,,,1,,,1869,1869,1874,,1,,,,1,,,,,,,,,,,,2
SIlU,Southern Illinois University,SIlU,Centralia,Washington,Illinois,38.525278,-89.1325,0,,,,1,,,1869,1869,1874,,1,,,,1,,,,,,,,,,,,2
SIlU,Southern Illinois University,SIlU,DuQuoin,Perry,Illinois,38,-89.233333,0,,,,1,,,1869,1869,1874,,1,,,,1,,,,,,,,,,,,2
UIUC,University of Illinois,UIUC,Urbana,Champaign,Illinois,40.109665,-88.204247,1,,1,,1,,,1867,1867,1868,,1,1,1,,,,,,,,,,285000,1,,,2
UIUC,University of Illinois,UIUC,Chicago,Cook,Illinois,41.836944,-87.684722,0,,1,,1,,,1867,1867,1868,,1,1,1,,,,,,,,,,,,,,1
UIUC,University of Illinois,UIUC,Chicago,DuPage,Illinois,41.836944,-87.684722,0,,1,,1,,,1867,1867,1868,,1,1,1,,,,,,,,,,,,,,1
UIUC,University of Illinois,UIUC,Lincoln,Logan,Illinois,40.15,-89.3675,0,,1,,1,,,1867,1867,1868,,1,1,1,,,,,,,,,,385000,,,,2
UIUC,University of Illinois,UIUC,Normal,McLean,Illinois,40.512222,-88.988611,0,,1,,1,,,1867,1867,1868,,1,1,1,,,,,,,,,,,,,,1
UIUC,University of Illinois,UIUC,Bloomington,McLean,Illinois,40.484167,-88.993611,0,,1,,1,,,1867,1867,1868,,1,1,1,,,,,,,,,,470000,1,,,2
UIUC,University of Illinois,UIUC,Jacksonville,Morgan,Illinois,39.731944,-90.234444,0,,1,,1,,,1867,1867,1868,,1,1,1,,,,,,,,,,491000,1,,,2
WIlU,Western Illinois University,WIlU,Macomb,McDonough,Illinois,40.460503,-90.674047,1,,1,,,,,1899,1899,1902,,1,,,,1,,,,,,,,70000,,118,,2
WIlU,Western Illinois University,WIlU,Quincy,Adams,Illinois,39.932222,-91.388611,0,,1,,,,,1899,1899,1902,,1,,,,1,,,,,,,,30000,,112,,2
WIlU,Western Illinois University,WIlU,Aledo,Mercer,Illinois,41.200278,-90.75,0,,1,,,,,1899,1899,1902,,1,,,,1,,,,,,,,,,112,,2
WIlU,Western Illinois University,WIlU,Rushville,Schuyler,Illinois,40.121111,-90.563056,0,,1,,,,,1899,1899,1902,,1,,,,1,,,,,,,,120000,,112,,2
WIlU,Western Illinois University,WIlU,Monmouth,Warren,Illinois,40.911667,-90.64444,0,,1,,,,,1899,1899,1902,,1,,,,1,,,,,,,,54000,,112,,2
WIlU,Western Illinois University,WIlU,LaHarpe,Hancock,Illinois,40.583056,-90.968889,0,,1,,,,,1899,1899,1902,,1,,,,1,,,,,,,,10000,,112,,2
ButU,Butler University,ButU,Indianapolis,Marion,Indiana,39.766667,-86.15,1,,,,1,,,1849,1849,1856,,,,,,,,,,,,,,,,36,,1
ButU,Butler University,ButU,Bedford,Lawrence,Indiana,38.862778,-86.492222,0,,,,1,,,1849,1849,1856,,,,,,,,,,,,,,,,16,,1
ButU,Butler University,ButU,Farmington,Rush,Indiana,39.618056,-85.358889,0,,,,1,,,1849,1849,1856,,,,,,,,,,,,,,,,1,,1
InU,Indiana University,InU,Bloomington,Monroe,Indiana,39.162222,-86.529167,1,,,,1,,,1820,1820,1825,,1,1,,,,,,,,,,,,,6,,2
InU,Indiana University,InU,,Gibson,Indiana,38.31,-87.58,0,,,,1,,,1820,1820,1825,,1,1,,,,,,,,,,,,,5,,2
NotDam,University of Notre Dame,NotDam,South Bend,St. Joseph,Indiana,41.6725,-86.255278,1,,,1,,,,1842,1842,1844,,,,,,,,,,,,,,,,,,1
NotDam,University of Notre Dame,NotDam,Mount Pleasant,Daviess,Indiana,,,0,,,1,,,,1842,1842,1844,,,,,,,,,,,,,,,,,,1
PurdU,Purdue University,PurdU,West Lafayette,Tippecanoe,Indiana,40.441944,-86.9125,1,1,1,,1,,,1869,1869,1874,1875,1,,1,,,,,,,,,,200000,1,,,2
PurdU,Purdue University,PurdU,Greenfield,Hancock,Indiana,39.791389,-85.771389,0,,1,,1,,,1869,1869,1874,1875,1,,1,,,,,,,,,,125000,,,,2
PurdU,Purdue University,PurdU,Indianapolis,Marion,Indiana,39.766667,-86.15,0,1,1,,1,,,1869,1869,1874,1875,1,,1,,,,,,,,,,175000,1,,,2
PurdU,Purdue University,PurdU,Bloomington,Monroe,Indiana,39.162222,-86.529167,0,1,1,,1,,,1869,1869,1874,1875,1,,1,,,,,,,,,,50000,1,,,2
DrakeU,Drake University,DrakeU,Des Moines,Polk,Iowa,41.590833,-93.620833,1,,,,1,,,1881,1881,1881,,,,,,,,,,,,,,20000,,,,1
DrakeU,Drake University,DrakeU,Oskaloosa,Mahaska,Iowa,41.293889,-92.644444,0,,,,1,,,1881,1881,1881,,,,,,,,,,,,,,,,,,1
GrinnC,Grinnell College,GrinnC,Grinnell,Poweshiek,Iowa,41.743611,-92.724722,1,,,,1,,,1858,1846,1861,,,,,,,,,,,,,,10000,,,,1
GrinnC,Grinnell College,GrinnC,Davenport,Scott,Iowa,41.543056,-90.590833,0,,,,1,,,1858,1846,1861,,,,,,,,,,,,,,,,,,1
GrinnC,Grinnell College,GrinnC,Anamosa,Jones,Iowa,42.108889,-91.281389,0,,,,1,,,1858,1846,1861,,,,,,,,,,,,,,,,,,1
GrinnC,Grinnell College,GrinnC,Maquoketa,Jackson,Iowa,42.066944,-90.666111,0,,,,1,,,1858,1846,1861,,,,,,,,,,,,,,,,,,1
GrinnC,Grinnell College,GrinnC,Des Moines,Polk,Iowa,41.590833,-93.620833,0,,,,1,,,1858,1846,1861,,,,,,,,,,,,,,,,,,1
GrinnC,Grinnell College,GrinnC,Webster City,Hamilton,Iowa,42.466389,-93.820556,0,,,,1,,,1858,1846,1861,,,,,,,,,,,,,,,,,,1
GrinnC,Grinnell College,GrinnC,Fort Dodge,Webster,Iowa,42.506667,-94.180278,0,,,,1,,,1858,1846,1861,,,,,,,,,,,,,,,,,,1
IaSU,Iowa State University,IaSU,Ames,Story,Iowa,42.034722,-93.62,1,1,,,1,,,1859,1859,,,1,,1,,,,,,,,,,21355,,,,2
IaSU,Iowa State University,IaSU,,Boone,Iowa,42.036389,-93.932222,1,,,,1,,,1859,1859,,,1,,1,,,,,,,,,,21355,,,,1
IaSU,Iowa State University,IaSU,,Hardin,Iowa,42.373889,-93.244722,0,,,,1,,,1859,1859,,,1,,1,,,,,,,,,,,,,,2
IaSU,Iowa State University,IaSU,,Jefferson,Iowa,41.031389,-91.944722,0,,,,1,,,1859,1859,,,1,,1,,,,,,,,,,,,,,2
IaSU,Iowa State University,IaSU,,Johnson,Iowa,41.666667,-91.583333,0,1,,,1,,,1859,1859,,,1,,1,,,,,,,,,,,,,,1
IaSU,Iowa State University,IaSU,,Marshall,Iowa,42.034167,-93.001111,0,,,,1,,,1859,1859,,,1,,1,,,,,,,,,,,,,,2
IaSU,Iowa State University,IaSU,,Polk,Iowa,41.685,-93.570278,0,,,,1,,,1859,1859,,,1,,1,,,,,,,,,,,,,,2
IaSU,Iowa State University,IaSU,,Tama,Iowa,42.078611,-92.531389,0,,,,1,,,1859,1859,,,1,,1,,,,,,,,,,,,,,2
UIa,University of Iowa,UIa,Iowa City,Johnson,Iowa,41.6601,-91.5342,1,,,1,,,,1857,1847,1855,,1,1,,,,,,,,,,,,,,,1
UIa,University of Iowa,UIa,Fairfield,Jefferson,Iowa,41.007222,-91.965833,0,,,1,,,,1857,1847,1855,,1,1,,,,,,,,,,,,,,,1
UIa,University of Iowa,UIa,Dubuque,Dubuque,Iowa,42.504444,-90.686944,0,,,1,,,,1857,1847,1855,,1,1,,,,,,,,,,,,,,,1
UIa,University of Iowa,UIa,Andrew,Jackson,Iowa,42.154059,-90.591765,0,,,1,,,,1857,1847,1855,,1,1,,,,,,,,,,,,,,,1
UIa,University of Iowa,UIa,Oskaloosa,Mahaska,Iowa,41.293889,-92.644444,0,,,1,,,,1857,1847,1855,,1,1,,,,,,,,,,,,,,,1
UIa,University of Iowa,UIa,Mount Pleasant,Henry,Iowa,40.966944,-91.551111,0,,,1,,,,1857,1847,1855,,1,1,,,,,,,,,,,,,,,1
UNIa,University of Northern Iowa,UNIa,Cedar Fall,Black Hawk,Iowa,42.52352,-92.446402,1,,,1,,,,1876,1876,,,1,,,,1,,,,,,,,,1,,,1
UNIa,University of Northern Iowa,UNIa,Ames,Story,Iowa,42.034722,-93.62,0,1,,1,,,,1876,1876,,,1,,,,1,,,,,,,,,,,,1
UNIa,University of Northern Iowa,UNIa,Adel,Dallas,Iowa,41.616667,-94.021667,0,,,1,,,,1876,1876,,,1,,,,1,,,,,,,,,,,,1
UNIa,University of Northern Iowa,UNIa,Grinnell,Poweshiek,Iowa,41.743611,-92.724722,0,1,,1,,,,1876,1876,,,1,,,,1,,,,,,,,,,,,1
UNIa,University of Northern Iowa,UNIa,Fayette,Fayette,Iowa,42.8425,-91.803056,0,1,,1,,,,1876,1876,,,1,,,,1,,,,,,,,,,,,1
EmpSU,Emporia State University,EmpSU,Emporia,Lyon,Kansas,38.403889,-96.181667,1,,,,1,,,1863,1865,,,1,,,,1,,,,1,Normal School,,,,,,,2
EmpSU,Emporia State University,EmpSU,Lawrence,Douglas,Kansas,38.971667,-95.235278,0,,,,1,,,1863,1865,,,1,,,,1,,,,1,Public University,,,15000,,,,2
EmpSU,Emporia State University,EmpSU,Topeka,Shawnee,Kansas,39.055833,-95.689444,0,,,,1,,,1863,1865,,,1,,,,1,,,,1,Capital,,,,,,,2
EmpSU,Emporia State University,EmpSU,Tecumseh,Shawnee,Kansas,39.048056,-95.579167,0,,,,1,,,1863,1865,,,1,,,,1,,,,,,,,,,,,2
EmpSU,Emporia State University,EmpSU,Manhattan,Riley,Kansas,39.191667,-96.591667,0,,,,1,,,1863,1865,,,1,,,,1,,,,1,Land Grant College,,,,,,,2
EmpSU,Emporia State University,EmpSU,Leavenworth,Leavenworth,Kansas,39.311111,-94.9225,0,,,,1,,,1863,1865,,,1,,,,1,,,,1,Penitentiary,,,,,,,1
KsSU,Kansas State University,KsSU,Manhattan,Riley,Kansas,39.191667,-96.591667,1,1,,,1,,,1863,1863,1866,1873,1,1,1,,,,,,1,Land Grant College,,,,1,,,2
KsSU,Kansas State University,KsSU,Emporia,Lyon,Kansas,38.403889,-96.181667,0,,,,1,,,1863,1863,1866,1873,1,1,1,,,,,,1,Normal School,,,,,,,2
KsSU,Kansas State University,KsSU,Topeka,Shawnee,Kansas,39.055833,-95.689444,0,,,,1,,,1863,1863,1866,1873,1,1,1,,,,,,1,Capital,,,,,,,2
KsSU,Kansas State University,KsSU,Tecumseh,Shawnee,Kansas,39.048056,-95.579167,0,,,,1,,,1863,1863,1866,1873,1,1,1,,,,,,,,,,,,,,2
KsSU,Kansas State University,KsSU,Lawrence,Douglas,Kansas,38.971667,-95.235278,0,,,,1,,,1863,1863,1866,1873,1,1,1,,,,,,1,Public University,,,,,,,2
KsSU,Kansas State University,KsSU,Leavenworth,Leavenworth,Kansas,39.311111,-94.9225,0,,,,1,,,1863,1863,1866,1873,1,1,1,,,,,,1,Penitentiary,,,,,,,1
KsWesU,Kansas Wesleyan University,KsWesU,Salina,Saline,Kansas,38.840278,-97.611389,1,,,,1,,,1885,1885,1886,,,,,,,,,,,,,,,,,,1
KsWesU,Kansas Wesleyan University,KsWesU,Beloit,Mitchell,Kansas,39.462778,-98.109444,0,,,,1,,,1885,1885,1886,,,,,,,,,,,,,,,,,,1
KsWesU,Kansas Wesleyan University,KsWesU,Clyde,Cloud,Kansas,39.591667,-97.397778,0,,,,1,,,1885,1885,1886,,,,,,,,,,,,,,,,,,1
KsWesU,Kansas Wesleyan University,KsWesU,Ellsworth,Ellsworth,Kansas,38.731944,-98.229167,0,,,,1,,,1885,1885,1886,,,,,,,,,,,,,,,,,,1
UKs,University of Kansas,UKs,Lawrence,Douglas,Kansas,38.971667,-95.235278,1,,,,1,,,1863,1863,1866,1873,1,1,,,,,,,1,Public University,,,15000,,,,2
UKs,University of Kansas,UKs,Emporia,Lyon,Kansas,38.403889,-96.181667,0,,,,1,,,1863,1863,1866,1873,1,1,,,,,,,1,Normal School,,,,,,,2
UKs,University of Kansas,UKs,Topeka,Shawnee,Kansas,39.055833,-95.689444,0,,,,1,,,1863,1863,1866,1873,1,1,,,,,,,1,Capital,,,,,,,2
UKs,University of Kansas,UKs,Tecumseh,Shawnee,Kansas,39.048056,-95.579167,0,,,,1,,,1863,1863,1866,1873,1,1,,,,,,,,,,,,,,,2
UKs,University of Kansas,UKs,Manhattan,Riley,Kansas,39.191667,-96.591667,0,,,,1,,,1863,1863,1866,1873,1,1,,,,,,,1,Land Grant College,,,,,,,2
UKs,University of Kansas,UKs,Leavenworth,Leavenworth,Kansas,39.311111,-94.9225,0,,,,1,,,1863,1863,1866,1873,1,1,,,,,,,1,Penitentiary,,,,,,,1
